"success","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"","confidence_first","html-keyboard-response","995","1482983","0.0-315.0-2.0","24","female","3405.7999999821186","Confidence judgement (first response)","","","-1","-1","","","","left","59.5","59.5","50","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","996","1484483","0.0-315.0-3.0-0.0","24","female","1497","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","997","1485290","0.0-315.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","998","1487117","0.0-315.0-6.0","24","female","1820.7999999821186","Confidence judgment (second response)","","","-1","-1","","","","left","59.5","59.5","50","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","999","1487120","0.0-316.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","2","122","300","222","78","left","59.5","true","3405.7999999821186","1","no","left","left","59.5","true","true","1820.7999999821186","","","","","",""
"","fixation","html-keyboard-response","1000","1487330","0.0-317.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1001","1487845","0.0-317.0-1.0","24","female","null","[Dot display: left=300, right=223, diff=77]","null","","-1","-1","300","223","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1002","1489650","0.0-317.0-2.0","24","female","1800.800000011921","Confidence judgement (first response)","","","-1","-1","","","","right","72.5","50","72.5","false","78","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1003","1490316","0.0-317.0-4.0-0.0","24","female","663","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1004","1491124","0.0-317.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1005","1492117","0.0-317.0-6.0","24","female","988.1000000238419","Confidence judgment (second response)","","","-1","-1","","","","left","78.5","78.5","50","true","78","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1006","1492119","0.0-318.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","3","123","300","223","77","right","72.5","false","1800.800000011921","2","no","left","left","78.5","true","true","988.1000000238419","","","","","",""
"","block_message","html-button-response","1007","1493349","0.0-319.0","24","female","1226","block message","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1008","1493850","0.0-320.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1009","1494360","0.0-320.0-1.0","24","female","null","[Dot display: left=300, right=222, diff=78]","null","","-1","-1","300","222","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1010","1496183","0.0-320.0-2.0","24","female","1819","Confidence judgement (first response)","","","-1","-1","","","","left","78","78","50","true","78","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1011","1496849","0.0-320.0-3.0-0.0","24","female","663","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1012","1497659","0.0-320.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1013","1498951","0.0-320.0-6.0","24","female","1285.2000000178814","Confidence judgment (second response)","","","-1","-1","","","","left","78","78","50","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1014","1498954","0.0-321.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","4","124","300","222","78","left","78","true","1819","1","no","left","left","78","true","true","1285.2000000178814","","","","","",""
"","fixation","html-keyboard-response","1015","1499409","0.0-322.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1016","1499921","0.0-322.0-1.0","24","female","null","[Dot display: left=300, right=223, diff=77]","null","","-1","-1","300","223","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1017","1502484","0.0-322.0-2.0","24","female","2557.5","Confidence judgement (first response)","","","-1","-1","","","","left","77","77","50","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1018","1505516","0.0-322.0-5.0-0.0","24","female","3030","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1019","1506324","0.0-322.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1020","1507983","0.0-322.0-6.0","24","female","1654.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","77","77","50","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1021","1507986","0.0-323.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","5","125","300","223","77","left","77","true","2557.5","3","no","left","left","77","true","true","1654.0999999940395","","","","","",""
"","fixation","html-keyboard-response","1022","1508238","0.0-324.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1023","1508748","0.0-324.0-1.0","24","female","null","[Dot display: left=300, right=223, diff=77]","null","","-1","-1","300","223","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1024","1510813","0.0-324.0-2.0","24","female","2063.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","76.5","76.5","50","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1025","1511559","0.0-324.0-5.0-0.0","24","female","745","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1026","1512368","0.0-324.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1027","1513665","0.0-324.0-6.0","24","female","1289.7000000178814","Confidence judgment (second response)","","","-1","-1","","","","left","76.5","76.5","50","true","76","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1028","1513666","0.0-325.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","6","126","300","223","77","left","76.5","true","2063.800000011921","3","no","left","left","76.5","true","true","1289.7000000178814","","","","","",""
"","fixation","html-keyboard-response","1029","1514018","0.0-326.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1030","1514528","0.0-326.0-1.0","24","female","null","[Dot display: left=300, right=224, diff=76]","null","","-1","-1","300","224","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1031","1518673","0.0-326.0-2.0","24","female","4135.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","70.5","70.5","50","true","76","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1032","1519565","0.0-326.0-5.0-0.0","24","female","891","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1033","1520373","0.0-326.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1034","1523767","0.0-326.0-6.0","24","female","3388.100000023842","Confidence judgment (second response)","","","-1","-1","","","","left","79.5","79.5","50","true","76","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1035","1523771","0.0-327.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","7","127","300","224","76","left","70.5","true","4135.800000011921","3","no","left","left","79.5","true","true","3388.100000023842","","","","","",""
"","fixation","html-keyboard-response","1036","1524167","0.0-328.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1037","1524679","0.0-328.0-1.0","24","female","null","[Dot display: left=224, right=300, diff=76]","null","","-1","-1","224","300","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1038","1529483","0.0-328.0-2.0","24","female","4799.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","72.75","50","72.75","true","76","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1039","1531449","0.0-328.0-3.0-0.0","24","female","1964","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1040","1532257","0.0-328.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1041","1533715","0.0-328.0-6.0","24","female","1453.8999999761581","Confidence judgment (second response)","","","-1","-1","","","","right","72.75","50","72.75","true","75","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1042","1533717","0.0-329.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","8","128","224","300","76","right","72.75","true","4799.4000000059605","1","no","left","right","72.75","false","true","1453.8999999761581","","","","","",""
"","block_message","html-button-response","1043","1536215","0.0-330.0","24","female","2494","block message","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1044","1536492","0.0-331.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1045","1537008","0.0-331.0-1.0","24","female","null","[Dot display: left=300, right=225, diff=75]","null","","-1","-1","300","225","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1046","1540717","0.0-331.0-2.0","24","female","3704.199999988079","Confidence judgement (first response)","","","-1","-1","","","","right","70.5","50","70.5","false","76","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1047","1541416","0.0-331.0-3.0-0.0","24","female","697","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1048","1542227","0.0-331.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1049","1542983","0.0-331.0-6.0","24","female","751.5","Confidence judgment (second response)","","","-1","-1","","","","right","70.5","50","70.5","false","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1050","1542985","0.0-332.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","9","129","300","225","75","right","70.5","false","3704.199999988079","1","no","left","right","70.5","true","false","751.5","","","","","",""
"","fixation","html-keyboard-response","1051","1543428","0.0-333.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1052","1543937","0.0-333.0-1.0","24","female","null","[Dot display: left=223, right=300, diff=77]","null","","-1","-1","223","300","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1053","1545801","0.0-333.0-2.0","24","female","1858.699999988079","Confidence judgement (first response)","","","-1","-1","","","","right","76.75","50","76.75","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1054","1546482","0.0-333.0-4.0-0.0","24","female","679","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1055","1547292","0.0-333.0-4.0-1.0","24","female","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1056","1550049","0.0-333.0-6.0","24","female","2752.899999976158","Confidence judgment (second response)","","","-1","-1","","","","right","90.5","50","90.5","true","77","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1057","1550052","0.0-334.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","10","130","223","300","77","right","76.75","true","1858.699999988079","2","no","right","right","90.5","true","true","2752.899999976158","","","","","",""
"","fixation","html-keyboard-response","1058","1550327","0.0-335.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1059","1550837","0.0-335.0-1.0","24","female","null","[Dot display: left=300, right=223, diff=77]","null","","-1","-1","300","223","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1060","1553751","0.0-335.0-2.0","24","female","2908.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","79.25","50","79.25","false","78","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1061","1554866","0.0-335.0-5.0-0.0","24","female","1113","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1062","1555672","0.0-335.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1063","1556984","0.0-335.0-6.0","24","female","1306.800000011921","Confidence judgment (second response)","","","-1","-1","","","","right","79.25","50","79.25","false","79","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1064","1556987","0.0-336.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","11","131","300","223","77","right","79.25","false","2908.9000000059605","3","no","right","right","79.25","false","false","1306.800000011921","","","","","",""
"","fixation","html-keyboard-response","1065","1557272","0.0-337.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1066","1557788","0.0-337.0-1.0","24","female","null","[Dot display: left=221, right=300, diff=79]","null","","-1","-1","221","300","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1067","1559701","0.0-337.0-2.0","24","female","1908.199999988079","Confidence judgement (first response)","","","-1","-1","","","","right","65.25","50","65.25","true","78","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1068","1561132","0.0-337.0-4.0-0.0","24","female","1430","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1069","1561942","0.0-337.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1070","1564767","0.0-337.0-6.0","24","female","2819.9000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","69.25","69.25","50","false","80","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1071","1564770","0.0-338.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","12","132","221","300","79","right","65.25","true","1908.199999988079","2","no","left","left","69.25","false","false","2819.9000000059605","","","","","",""
"","fixation","html-keyboard-response","1072","1565167","0.0-339.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1073","1565676","0.0-339.0-1.0","24","female","null","[Dot display: left=300, right=220, diff=80]","null","","-1","-1","300","220","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1074","1568632","0.0-339.0-2.0","24","female","2954.2000000178814","Confidence judgement (first response)","","","-1","-1","","","","left","82.75","82.75","50","true","79","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1075","1569799","0.0-339.0-5.0-0.0","24","female","1165","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1076","1570606","0.0-339.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1077","1571831","0.0-339.0-6.0","24","female","1221.199999988079","Confidence judgment (second response)","","","-1","-1","","","","left","82.75","82.75","50","true","79","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1078","1571832","0.0-340.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","13","133","300","220","80","left","82.75","true","2954.2000000178814","3","no","left","left","82.75","true","true","1221.199999988079","","","","","",""
"","fixation","html-keyboard-response","1079","1572242","0.0-341.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1080","1572752","0.0-341.0-1.0","24","female","null","[Dot display: left=221, right=300, diff=79]","null","","-1","-1","221","300","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1081","1574417","0.0-341.0-2.0","24","female","1658.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","72","72","50","false","80","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1082","1578683","0.0-341.0-3.0-0.0","24","female","4263","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1083","1579491","0.0-341.0-3.0-1.0-0.0","24","female","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1084","1581783","0.0-341.0-6.0","24","female","2286.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","79.75","50","79.75","true","80","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1085","1581786","0.0-342.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","14","134","221","300","79","left","72","false","1658.800000011921","1","yes","right","right","79.75","true","true","2286.5999999940395","","","","","",""
"","block_message","html-button-response","1086","1583216","0.0-343.0","24","female","1426","block message","0","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","",""
"","attncheck","html-button-response","1087","1585533","0.0-344.0","24","female","2315","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"","fixation","html-keyboard-response","1088","1585856","0.0-345.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1089","1586367","0.0-345.0-1.0","24","female","null","[Dot display: left=300, right=220, diff=80]","null","","-1","-1","300","220","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1090","1588316","0.0-345.0-2.0","24","female","1944.8999999761581","Confidence judgement (first response)","","","-1","-1","","","","left","77.25","77.25","50","true","80","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1091","1589616","0.0-345.0-4.0-0.0","24","female","1298","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1092","1590426","0.0-345.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1093","1591583","0.0-345.0-6.0","24","female","1152","Confidence judgment (second response)","","","-1","-1","","","","left","77.25","77.25","50","true","79","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1094","1591586","0.0-346.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","0","135","300","220","80","left","77.25","true","1944.8999999761581","2","yes","left","left","77.25","true","true","1152","","","","","",""
"","fixation","html-keyboard-response","1095","1592081","0.0-347.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1096","1592592","0.0-347.0-1.0","24","female","null","[Dot display: left=221, right=300, diff=79]","null","","-1","-1","221","300","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1097","1594250","0.0-347.0-2.0","24","female","1654.6000000238419","Confidence judgement (first response)","","","-1","-1","","","","left","92.5","92.5","50","false","80","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1098","1595316","0.0-347.0-4.0-0.0","24","female","1064","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1099","1596125","0.0-347.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1100","1597468","0.0-347.0-6.0","24","female","1335.800000011921","Confidence judgment (second response)","","","-1","-1","","","","left","92.5","92.5","50","false","81","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1101","1597470","0.0-348.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","1","136","221","300","79","left","92.5","false","1654.6000000238419","2","yes","left","left","92.5","false","false","1335.800000011921","","","","","",""
"","fixation","html-keyboard-response","1102","1597701","0.0-349.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1103","1598211","0.0-349.0-1.0","24","female","null","[Dot display: left=219, right=300, diff=81]","null","","-1","-1","219","300","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1104","1601050","0.0-349.0-2.0","24","female","2834.5","Confidence judgement (first response)","","","-1","-1","","","","right","71.5","50","71.5","true","81","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1105","1602833","0.0-349.0-3.0-0.0","24","female","1781","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1106","1603640","0.0-349.0-3.0-1.0-0.0","24","female","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1107","1605066","0.0-349.0-6.0","24","female","1421.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","71.5","50","71.5","true","81","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1108","1605069","0.0-350.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","2","137","219","300","81","right","71.5","true","2834.5","1","yes","right","right","71.5","true","true","1421.5999999940395","","","","","",""
"","fixation","html-keyboard-response","1109","1605445","0.0-351.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1110","1605961","0.0-351.0-1.0","24","female","null","[Dot display: left=300, right=219, diff=81]","null","","-1","-1","300","219","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1111","1608118","0.0-351.0-2.0","24","female","2152","Confidence judgement (first response)","","","-1","-1","","","","right","98.25","50","98.25","false","82","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1112","1609483","0.0-351.0-4.0-0.0","24","female","1362","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1113","1610291","0.0-351.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1114","1612051","0.0-351.0-6.0","24","female","1753.800000011921","Confidence judgment (second response)","","","-1","-1","","","","left","81","81","50","true","82","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1115","1612054","0.0-352.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","3","138","300","219","81","right","98.25","false","2152","2","yes","left","left","81","true","true","1753.800000011921","","","","","",""
"","block_message","html-button-response","1116","1613583","0.0-353.0","24","female","1525","block message","0","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1117","1613960","0.0-354.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1118","1614471","0.0-354.0-1.0","24","female","null","[Dot display: left=218, right=300, diff=82]","null","","-1","-1","218","300","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1119","1617116","0.0-354.0-2.0","24","female","2640.399999976158","Confidence judgement (first response)","","","-1","-1","","","","left","68","68","50","false","83","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1120","1619983","0.0-354.0-3.0-0.0","24","female","2865","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1121","1620790","0.0-354.0-3.0-1.0-0.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1122","1621683","0.0-354.0-6.0","24","female","886.7000000178814","Confidence judgment (second response)","","","-1","-1","","","","left","68","68","50","false","84","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1123","1621686","0.0-355.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","4","139","218","300","82","left","68","false","2640.399999976158","1","yes","left","left","68","false","false","886.7000000178814","","","","","",""
"","fixation","html-keyboard-response","1124","1621935","0.0-356.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
